id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week:,native-country
46074,19,Private,134252,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States
46075,29,Private,269354,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
46076,58,Private,226922,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,2907,0,43,United-States
46077,37,Self-emp-not-inc,191841,Bachelors,13,Divorced,Other-service,Unmarried,White,Female,0,0,48,United-States
46078,28,Private,37805,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
46079,52,Private,590522,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,45,United-States
46080,51,Private,202752,12th,8,Separated,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States
46082,28,Private,228075,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
46083,43,Private,163831,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
46084,32,Private,32326,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States
46085,40,Private,179809,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
46086,35,Private,76878,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Italy
46087,44,Federal-gov,210492,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States
46088,56,Private,105582,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States
46089,44,Private,160369,Some-college,10,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,2,United-States
46090,27,Private,364986,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,38,United-States
46092,52,Local-gov,76081,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States
46093,27,State-gov,234135,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
46094,35,Self-emp-inc,187693,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,80,United-States
46095,32,Private,188362,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
46096,34,Private,235271,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,86,United-States
46097,34,Private,51854,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
46098,31,Private,103772,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
46099,55,Federal-gov,300670,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States
46100,45,Private,175990,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States
46101,43,Private,173590,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
46102,38,State-gov,156866,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Other,Male,0,0,40,United-States
46103,56,Private,71388,9th,5,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States
46104,40,Private,228659,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States
46105,55,Self-emp-not-inc,110844,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
46106,52,Private,149908,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,25236,0,44,United-States
46108,19,Local-gov,273187,HS-grad,9,Never-married,Protective-serv,Own-child,White,Female,0,0,36,United-States
46109,19,Private,62419,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
46111,48,Private,182715,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States
46112,29,Private,157103,Assoc-voc,11,Never-married,Tech-support,Own-child,Black,Male,0,1974,40,United-States
46113,54,Private,133963,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,20,United-States
46114,26,Private,151724,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
46115,58,Private,196502,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
46116,37,Self-emp-inc,199816,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
46117,41,Private,413365,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
46118,65,Private,195568,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,20,United-States
46119,43,Private,186245,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States
46120,33,Private,279231,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States
46121,55,Federal-gov,171870,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,United-States
46122,32,Private,127651,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,46,United-States
46123,56,Self-emp-not-inc,289605,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46124,29,Private,130856,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
46125,34,State-gov,49539,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
46126,39,Self-emp-not-inc,263081,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,50,United-States
46127,56,Local-gov,205759,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46128,33,Private,358655,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States
46129,51,Private,186299,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States
46130,47,Private,289517,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
46131,22,Private,105686,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States
46132,58,Local-gov,81132,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,80,Philippines
46133,25,Private,68302,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46134,34,Private,443546,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46136,35,Private,99462,HS-grad,9,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States
46137,36,Private,224541,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46139,41,Private,118921,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,60,United-States
46140,46,Private,155489,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
46141,38,Self-emp-not-inc,248919,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,27828,0,35,United-States
46142,47,Private,139268,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,27828,0,38,United-States
46143,43,Self-emp-not-inc,245056,Preschool,1,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Haiti
46144,39,Private,433592,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,45,United-States
46145,29,Private,336624,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,8614,0,40,United-States
46146,47,Private,177858,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,27828,0,60,United-States
46147,37,Private,207066,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
46148,19,Private,56750,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States
46149,67,Private,110331,9th,5,Divorced,Adm-clerical,Other-relative,White,Female,0,0,20,United-States
46150,40,Private,84801,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States
46151,53,Local-gov,175897,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46152,31,Private,369027,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,37,United-States
46153,56,Private,170411,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,4101,0,38,United-States
46154,47,Private,171751,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
46155,37,Private,61518,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
46156,31,Private,214235,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States
46158,44,Private,154993,Some-college,10,Separated,Craft-repair,Unmarried,White,Female,0,0,55,United-States
46159,33,Private,160594,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States
46160,22,Private,258298,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States
46161,52,Private,192666,12th,8,Separated,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States
46162,33,Private,156602,Bachelors,13,Never-married,Sales,Own-child,White,Male,3325,0,43,United-States
46163,31,Private,122116,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46164,75,Local-gov,73433,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,2467,40,Canada
46165,50,Private,99185,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
46166,36,Private,203828,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy
46167,58,Local-gov,101480,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
46168,20,Self-emp-inc,134815,9th,5,Never-married,Craft-repair,Unmarried,White,Male,0,625,40,United-States
46169,36,State-gov,235195,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,United-States
46170,26,Private,93169,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
46171,58,Local-gov,36091,Masters,14,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States
46172,57,Private,124318,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States
46173,46,Self-emp-inc,188861,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,1564,50,United-States
46175,42,Self-emp-not-inc,54651,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Cuba
46176,34,Private,169496,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
46177,57,Private,34366,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
46178,35,State-gov,213076,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
46179,36,Local-gov,161132,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56,United-States
46180,46,Private,479406,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1672,40,United-States
46181,39,Private,115618,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
46182,25,Self-emp-inc,158033,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,65,United-States
46183,43,Private,108682,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
46184,26,Private,430195,11th,7,Separated,Other-service,Unmarried,Black,Male,0,0,40,United-States
46185,46,Local-gov,138107,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States
46186,27,Private,215014,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46187,35,Private,183279,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46188,68,Self-emp-not-inc,119056,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,24,United-States
46189,52,Private,158583,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,36,United-States
46190,26,Private,242464,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
46191,27,Private,35204,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States
46192,52,Private,233149,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States
46193,54,Private,182855,7th-8th,4,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
46194,29,Private,189346,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States
46195,39,Private,82726,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States
46196,38,Private,179481,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
46197,19,Private,167428,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States
46198,22,Private,182117,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
46199,58,Private,162970,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States
46200,39,Private,421633,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
46201,20,State-gov,231931,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
46202,26,Private,132749,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
46203,22,Private,254351,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States
46204,31,State-gov,152109,Assoc-voc,11,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States
46205,42,Private,100479,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
46206,53,Local-gov,222405,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States
46207,32,Private,117028,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46208,33,Private,91163,HS-grad,9,Separated,Other-service,Other-relative,Black,Female,0,0,40,United-States
46209,36,Private,150104,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
46210,39,Private,114605,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
46211,33,Private,348152,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
46212,33,Private,174463,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States
46213,47,Private,180243,Bachelors,13,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States
46214,31,Private,238816,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
46215,18,Private,275848,12th,8,Never-married,Sales,Other-relative,White,Female,0,0,16,United-States
46216,51,Private,114520,HS-grad,9,Divorced,Sales,Unmarried,White,Male,0,0,16,United-States
46217,34,State-gov,275880,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Female,0,0,38,United-States
46218,39,Private,188148,Some-college,10,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,48,United-States
46219,42,Private,112494,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,35,United-States
46221,27,Private,278736,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico
46223,33,Private,252257,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
46225,27,Private,321456,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
46226,45,Self-emp-inc,200825,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
46227,19,Private,86143,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,20,Philippines
46228,40,State-gov,353687,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
46229,43,Local-gov,212847,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
46230,60,Private,154589,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,35,United-States
46231,42,Private,183765,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
46232,28,Private,186672,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,Jamaica
46233,50,Private,249096,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
46234,27,Private,190784,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,45,United-States
46235,25,Private,144516,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
46236,53,Private,124993,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,43,United-States
46237,24,Private,111376,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
46238,40,Private,300838,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,Mexico
46239,28,Private,359049,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,1092,60,United-States
46241,46,Self-emp-not-inc,366089,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
46242,19,Private,110998,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines
46243,23,Private,60409,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States
46244,55,Private,129263,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States
46245,48,Private,219967,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46246,45,Private,171540,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46247,55,Local-gov,61708,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
